keySpace.keys,keySpace.rt,instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,instructions.ran,participant,date,expName,psychopyVersion,OS,frameRate,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,widthBasketLeft,heightBasketLeft,widthBasketRight,heightBasketRight,leftLake,rightLake,space2.keys,space2.rt,space1.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,space1.rt,finalSpace1.keys,finalSpace1.rt,finalSpace2.keys,finalSpace2.rt
space,0.87134,0,0,0,0,1,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,1,0,1,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,-0.002604167,-0.424479167,1,0,0,11.814565,scale,0,0,0,0,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/20_left.png,stimuli/training/20_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,-0.024739583,-0.41015625,1,0,0,3.64946,scale,0,1,1,1,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/80_left.png,stimuli/training/80_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,0.131510417,-0.33203125,1,0,0,21.69776,scale,0,2,2,2,1,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,-0.165364583,-0.4140625,1,0,0,6.46528,scale,0,3,3,3,1,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,0.126302083,-0.319010417,1,0,0,4.116035,scale,0,4,4,4,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,0.130208333,-0.40625,1,0,0,3.89935,scale,0,5,5,5,1,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/training/20_left.png,stimuli/training/20_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,-0.16015625,-0.326822917,1,0,0,4.54939,scale,0,6,6,6,1,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/training/80_left.png,stimuli/training/80_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,0.106770833,-0.34765625,1,0,0,4.23267,scale,0,7,7,7,1,0.1234,0.1,0.3702,0.3,stimuli/training/30_left.png,stimuli/training/30_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,-0.165364583,-0.42578125,1,0,0,1.58286,scale,0,8,8,8,1,0.3702,0.3,0.1234,0.1,stimuli/training/70_left.png,stimuli/training/70_right.png,,,,,,,,,,,,,
,,,,,,,$5eab22c33121c10d6b9f757b,2020-07-21_16h13.31.604,fisher_task,2020.1.3,Win32,60,-0.204427083,-0.459635417,1,0,0,1.44901,scale,0,9,9,9,1,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/training/90_left.png,stimuli/training/90_right.png,,,,,,,,,,,,,
