keySpace.keys,keySpace.rt,instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,instructions.ran,participant,date,expName,psychopyVersion,OS,frameRate,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,widthBasketLeft,heightBasketLeft,widthBasketRight,heightBasketRight,leftLake,rightLake,space2.keys,space2.rt,space1.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,space1.rt,finalSpace1.keys,finalSpace1.rt,finalSpace2.keys,finalSpace2.rt
space,3.532175,0,0,0,0,1,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,1,0,1,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,-0.137962963,-0.324074074,1,0,0,2.33121,scale,0,0,0,0,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/20_left.png,stimuli/training/20_right.png,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,-0.125,-0.343518519,1,0,0,2.54821,scale,0,1,1,1,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/80_left.png,stimuli/training/80_right.png,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,0.112037037,-0.359259259,1,0,0,2.514825,scale,0,2,2,2,1,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,-0.038888889,-0.262962963,1,0,0,3.53095,scale,0,3,3,3,1,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,0.056481481,-0.255555556,1,0,0,2.498235,scale,0,4,4,4,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,0.118518519,-0.336111111,1,0,0,3.18103,scale,0,5,5,5,1,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/training/20_left.png,stimuli/training/20_right.png,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,-0.12037037,-0.325,1,0,0,2.281555,scale,0,6,6,6,1,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/training/80_left.png,stimuli/training/80_right.png,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,0.144444444,-0.382407407,1,0,0,1.814625,scale,0,7,7,7,1,0.1234,0.1,0.3702,0.3,stimuli/training/30_left.png,stimuli/training/30_right.png,,,,,,,,,,,,,
,,,,,,,$5e8dd727f526a802453289f8,2020-07-21_17h01.19.556,fisher_task,2020.1.3,Win32,60,-0.141666667,-0.348148148,1,0,0,1.698705,scale,0,8,8,8,1,0.3702,0.3,0.1234,0.1,stimuli/training/70_left.png,stimuli/training/70_right.png,,,,,,,,,,,,,
