keySpace.keys,keySpace.rt,instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,instructions.ran,participant,date,expName,psychopyVersion,OS,frameRate,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,widthBasketLeft,heightBasketLeft,widthBasketRight,heightBasketRight,leftLake,rightLake,space2.keys,space2.rt,space1.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,space1.rt,finalSpace1.keys,finalSpace1.rt,finalSpace2.keys,finalSpace2.rt
space,3.50349,0,0,0,0,1,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,1,0,1,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,0.098958333,-0.287760417,1,0,0,3.13394,scale,0,0,0,0,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/20_left.png,stimuli/training/20_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.145833333,-0.3671875,1,0,0,2.815885,scale,0,1,1,1,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/80_left.png,stimuli/training/80_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,0.102864583,-0.294270833,1,0,0,2.4161,scale,0,2,2,2,1,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.09765625,-0.2890625,1,0,0,3.034165,scale,0,3,3,3,1,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.002604167,-0.264322917,1,0,0,2.24757,scale,0,4,4,4,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,0.174479167,-0.39453125,1,0,0,2.149425,scale,0,5,5,5,1,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/training/20_left.png,stimuli/training/20_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.1640625,-0.389322917,1,0,0,1.56631,scale,0,6,6,6,1,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/training/80_left.png,stimuli/training/80_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,0.178385417,-0.377604167,1,0,0,1.634415,scale,0,7,7,7,1,0.1234,0.1,0.3702,0.3,stimuli/training/30_left.png,stimuli/training/30_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.165364583,-0.41796875,1,0,0,1.715385,scale,0,8,8,8,1,0.3702,0.3,0.1234,0.1,stimuli/training/70_left.png,stimuli/training/70_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.157552083,-0.415364583,1,0,0,1.515355,scale,0,9,9,9,1,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/training/90_left.png,stimuli/training/90_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,0.171875,-0.421875,1,0,0,1.683205,scale,0,10,10,10,1,0.21373507,0.173205081,0.326485712,0.264575131,stimuli/training/10_left.png,stimuli/training/10_right.png,,,,,,,,,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.139322917,-0.348958333,1,0,0,1.78215,scale,,,,,,0.3702,0.3,0.1234,0.1,stimuli/lakes/906079_left.png,stimuli/lakes/906079_right.png,space,5.35217,,0,0,0,79,1,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.15625,-0.365885417,1,0,0,1.60043,scale,,,,,,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/lakes/706077_left.png,stimuli/lakes/706077_right.png,,,,0,1,1,77,1,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.110677083,-0.303385417,1,0,0,1.88238,scale,,,,,,0.326485712,0.264575131,0.21373507,0.173205081,stimuli/lakes/705067_left.png,stimuli/lakes/705067_right.png,,,,0,2,2,67,1,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,-0.006510417,-0.25,1,0,0,1.982985,scale,,,,,,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/lakes/803039_left.png,stimuli/lakes/803039_right.png,,,,0,3,3,39,1,,,,,
,,,,,,,$5da753d65c6987001335a067,2020-07-21_17h09.25.073,fisher_task,2020.1.3,Win32,60,0.05859375,-0.252604167,1,0,0,2.01603,scale,,,,,,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/lakes/205060_left.png,stimuli/lakes/205060_right.png,,,,0,4,4,60,1,,,,,
