keySpace.keys,instructions.thisRepN,instructions.thisTrialN,instructions.thisN,instructions.thisIndex,instructions.ran,participant,date,expName,psychopyVersion,OS,frameRate,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training.ran,widthBasketLeft,heightBasketLeft,widthBasketRight,heightBasketRight,leftLake,rightLake,space2.keys,space2.rt,space1.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,space1.rt,finalSpace1.keys,finalSpace1.rt,finalSpace2.keys,finalSpace2.rt
,0,0,0,0,1,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,0.14453125,-0.427083333,1,0,0,5.18723,scale,0,0,0,0,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/20_left.png,stimuli/training/20_right.png,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,-0.139322917,-0.4296875,1,0,0,2.444575,scale,0,1,1,1,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/80_left.png,stimuli/training/80_right.png,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,0.162760417,-0.432291667,1,0,0,5.08573,scale,0,2,2,2,1,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,0.13671875,-0.338541667,1,0,0,4.91903,scale,0,3,3,3,1,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,0.13671875,-0.338541667,1,0,0,4.39857,scale,0,4,4,4,1,0.275930788,0.223606798,0.275930788,0.223606798,stimuli/training/50_left.png,stimuli/training/50_right.png,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,0.13671875,-0.338541667,1,0,0,1.051495,scale,0,5,5,5,1,0.174513954,0.141421356,0.349027907,0.282842712,stimuli/training/20_left.png,stimuli/training/20_right.png,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,-0.15625,-0.440104167,1,0,0,1.624705,scale,0,6,6,6,1,0.349027907,0.282842712,0.174513954,0.141421356,stimuli/training/80_left.png,stimuli/training/80_right.png,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,0.143229167,-0.432291667,1,0,0,1.90512,scale,0,7,7,7,1,0.1234,0.1,0.3702,0.3,stimuli/training/30_left.png,stimuli/training/30_right.png,,,,,,,,,,,,,
,,,,,,$5dcfe05d1228d90e53724347,2020-07-13_18h03.31.552,fisher_task,2020.1.3,Win32,60,-0.143229167,-0.430989583,1,0,0,1.78917,scale,0,8,8,8,1,0.3702,0.3,0.1234,0.1,stimuli/training/70_left.png,stimuli/training/70_right.png,,,,,,,,,,,,,
